P1,3,2,0,2,2,2,2,3,2,3,0,0,2,1,0,0,0,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P2,2,2,2,0,2,2,3,1,0,2,0,1,3,3,3,1,1,1,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P3,1,1,1,3,2,2,2,2,0,3,0,0,3,3,0,0,2,0,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P4,0,2,2,1,0,0,2,3,1,2,0,0,2,2,1,1,0,0,0,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P5,0,3,3,0,3,0,1,0,3,1,0,2,1,1,2,0,3,2,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P6,0,3,0,3,1,0,1,3,0,3,0,2,2,3,1,1,1,3,3,3,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P7,0,1,2,1,3,0,1,1,0,0,0,3,1,2,3,3,0,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P8,3,1,0,3,3,2,0,0,0,3,0,2,3,1,0,0,2,0,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P9,1,1,1,0,3,3,3,1,2,3,0,2,0,2,3,2,3,2,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P10,3,3,3,1,0,2,1,1,0,1,0,0,1,2,2,3,2,3,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P11,1,3,3,1,2,3,1,1,3,1,0,1,0,1,1,2,1,0,1,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P12,3,1,0,0,0,0,2,2,1,1,0,1,0,0,3,0,0,1,0,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P13,0,3,3,3,3,2,2,3,3,2,0,0,1,1,3,0,3,1,1,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P14,3,1,1,1,2,1,0,3,1,0,0,2,3,3,3,3,0,1,2,1,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P15,2,3,1,2,1,2,1,1,1,1,0,0,2,3,1,3,1,0,0,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P16,3,2,3,3,3,2,3,1,0,3,0,2,3,3,2,2,0,2,3,0,3,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P17,2,3,3,2,0,3,0,2,3,0,0,2,3,2,0,0,1,0,3,3,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P18,0,3,0,3,3,2,0,3,3,0,0,2,1,2,3,1,1,1,2,0,1,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P19,3,1,0,2,3,2,2,3,3,0,0,1,3,2,0,3,1,1,0,1,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P20,0,3,3,2,1,0,0,2,3,2,0,0,1,1,1,0,3,2,2,3,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P21,3,0,1,2,0,1,0,2,3,2,0,0,2,0,3,3,3,3,2,2,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P22,2,0,1,3,2,3,0,3,0,0,0,1,3,2,1,1,3,2,3,0,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P23,0,2,0,2,1,0,2,2,2,2,0,0,3,3,2,2,1,3,2,0,2,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P24,2,1,2,1,3,1,2,2,2,0,0,1,3,0,3,2,2,3,1,3,0,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
