P1,0.5,0.75,-0.125,0.4375,0.71875,0.859375,0.9296875,0.96484375,0.982421875,0.9912109375,-0.00439453125,-0.502197265625,0.2489013671875,-0.37554931640625,-0.687774658203125,-0.8438873291015625,-0.9219436645507812,0.039028167724609375,0.5195140838623047,-0.24024295806884766,0.37987852096557617,-0.5,0.25,0.625,0.8125,0.90625,0.953125,0.9765625,-0.01171875,0.494140625,-0.2529296875,0.37353515625,0.686767578125,0.8433837890625,-0.07830810546875,0.460845947265625,0.7304229736328125,0.8652114868164062,-0.06739425659179688,0.46630287170410156,0.7331514358520508,0.8665757179260254,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P2,0.5,0.75,0.875,-0.0625,0.46875,0.734375,0.8671875,-0.06640625,-0.533203125,0.2333984375,-0.38330078125,-0.691650390625,0.1541748046875,0.57708740234375,0.788543701171875,-0.1057281494140625,-0.5528640747070312,-0.7764320373535156,0.11178398132324219,-0.4441080093383789,0.27794599533081055,0.5,0.75,0.875,0.9375,0.96875,0.984375,-0.0078125,-0.50390625,0.248046875,0.6240234375,0.81201171875,-0.093994140625,-0.5469970703125,-0.77349853515625,-0.886749267578125,-0.9433746337890625,-0.9716873168945312,-0.9858436584472656,0.0070781707763671875,0.5035390853881836,0.7517695426940918,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P3,-0.5,-0.75,-0.875,0.0625,0.53125,0.765625,0.8828125,0.94140625,-0.029296875,0.4853515625,-0.25732421875,-0.628662109375,0.1856689453125,0.59283447265625,-0.203582763671875,-0.6017913818359375,0.19910430908203125,-0.4004478454589844,0.2997760772705078,-0.3501119613647461,-0.675055980682373,-0.5,-0.75,-0.875,-0.9375,0.03125,0.515625,0.7578125,0.87890625,0.939453125,-0.0302734375,0.48486328125,0.742431640625,-0.1287841796875,-0.56439208984375,0.217803955078125,0.6089019775390625,0.8044509887695312,0.9022254943847656,0.9511127471923828,0.9755563735961914,-0.012221813201904297,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P4,-0.5,0.25,0.625,-0.1875,-0.59375,-0.796875,0.1015625,0.55078125,-0.224609375,0.3876953125,-0.30615234375,-0.653076171875,0.1734619140625,0.58673095703125,-0.206634521484375,-0.6033172607421875,-0.8016586303710938,-0.9008293151855469,-0.9504146575927734,-0.9752073287963867,0.01239633560180664,0.5,0.75,0.875,-0.0625,0.46875,0.734375,0.8671875,-0.06640625,-0.533203125,0.2333984375,0.61669921875,0.808349609375,0.9041748046875,0.95208740234375,-0.023956298828125,-0.5119781494140625,0.24401092529296875,0.6220054626464844,0.8110027313232422,0.9055013656616211,0.9527506828308105,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P5,-0.5,0.25,0.625,-0.1875,0.40625,-0.296875,-0.6484375,-0.82421875,0.087890625,-0.4560546875,-0.72802734375,0.135986328125,-0.4320068359375,-0.71600341796875,0.141998291015625,-0.4290008544921875,0.28549957275390625,0.6427497863769531,0.8213748931884766,-0.08931255340576172,0.45534372329711914,0.5,-0.25,-0.625,0.1875,-0.40625,0.296875,-0.3515625,0.32421875,-0.337890625,-0.6689453125,0.16552734375,0.582763671875,-0.2086181640625,-0.60430908203125,0.197845458984375,0.5989227294921875,-0.20053863525390625,0.3997306823730469,-0.30013465881347656,0.3499326705932617,-0.32503366470336914,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P6,-0.5,0.25,-0.375,0.3125,-0.34375,-0.671875,-0.8359375,0.08203125,-0.458984375,0.2705078125,-0.36474609375,0.317626953125,0.6588134765625,0.82940673828125,-0.085296630859375,-0.5426483154296875,-0.7713241577148438,0.11433792114257812,0.5571689605712891,0.7785844802856445,0.8892922401428223,0.5,-0.25,0.375,-0.3125,-0.65625,0.171875,-0.4140625,-0.70703125,0.146484375,-0.4267578125,0.28662109375,0.643310546875,0.8216552734375,-0.08917236328125,-0.544586181640625,-0.7722930908203125,-0.8861465454101562,-0.9430732727050781,-0.9715366363525391,-0.9857683181762695,-0.9928841590881348,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P7,-0.5,-0.75,0.125,-0.4375,0.28125,-0.359375,-0.6796875,-0.83984375,-0.919921875,-0.9599609375,-0.97998046875,0.010009765625,-0.4949951171875,0.25250244140625,0.626251220703125,0.8131256103515625,-0.09343719482421875,-0.5467185974121094,0.2266407012939453,-0.38667964935302734,-0.6933398246765137,0.5,-0.25,0.375,-0.3125,-0.65625,0.171875,-0.4140625,-0.70703125,0.146484375,0.5732421875,0.78662109375,-0.106689453125,-0.5533447265625,0.22332763671875,-0.388336181640625,-0.6941680908203125,0.15291595458984375,-0.4235420227050781,0.28822898864746094,-0.35588550567626953,-0.6779427528381348,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P8,0.5,-0.25,-0.625,0.1875,0.59375,0.796875,-0.1015625,-0.55078125,-0.775390625,0.1123046875,-0.44384765625,0.278076171875,0.6390380859375,-0.18048095703125,-0.590240478515625,-0.7951202392578125,0.10243988037109375,-0.4487800598144531,-0.7243900299072266,-0.8621950149536133,-0.9310975074768066,-0.5,-0.75,0.125,-0.4375,-0.71875,0.140625,0.5703125,0.78515625,0.892578125,-0.0537109375,0.47314453125,0.736572265625,-0.1317138671875,-0.56585693359375,0.217071533203125,0.6085357666015625,0.8042678833007812,0.9021339416503906,-0.04893302917480469,0.47553348541259766,0.7377667427062988,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P9,-0.5,-0.75,-0.875,-0.9375,0.03125,0.515625,0.7578125,-0.12109375,0.439453125,0.7197265625,-0.14013671875,0.429931640625,-0.2850341796875,0.35748291015625,0.678741455078125,0.8393707275390625,0.9196853637695312,0.9598426818847656,-0.020078659057617188,0.4899606704711914,-0.2550196647644043,-0.5,-0.75,-0.875,0.0625,-0.46875,-0.734375,-0.8671875,-0.93359375,0.033203125,-0.4833984375,0.25830078125,0.629150390625,0.8145751953125,0.90728759765625,-0.046356201171875,0.4768218994140625,-0.26158905029296875,0.3692054748535156,-0.3153972625732422,-0.6576986312866211,0.17115068435668945,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P10,0.5,0.75,0.875,-0.0625,-0.53125,0.234375,-0.3828125,-0.69140625,-0.845703125,-0.9228515625,-0.96142578125,-0.980712890625,-0.9903564453125,0.00482177734375,0.502410888671875,0.7512054443359375,0.8756027221679688,0.9378013610839844,0.9689006805419922,0.9844503402709961,-0.007774829864501953,-0.5,-0.75,-0.875,-0.9375,0.03125,0.515625,-0.2421875,-0.62109375,0.189453125,-0.4052734375,0.29736328125,0.648681640625,-0.1756591796875,0.41217041015625,0.706085205078125,-0.1469573974609375,0.42652130126953125,-0.2867393493652344,-0.6433696746826172,-0.8216848373413086,-0.9108424186706543,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P11,-0.5,0.25,0.625,-0.1875,0.40625,0.703125,-0.1484375,-0.57421875,0.212890625,-0.3935546875,-0.69677734375,-0.848388671875,-0.9241943359375,-0.96209716796875,-0.981048583984375,0.0094757080078125,-0.49526214599609375,-0.7476310729980469,-0.8738155364990234,-0.9369077682495117,-0.9684538841247559,-0.5,-0.75,-0.875,-0.9375,0.03125,-0.484375,-0.7421875,-0.87109375,-0.935546875,-0.9677734375,0.01611328125,-0.491943359375,0.2540283203125,-0.37298583984375,-0.686492919921875,0.1567535400390625,-0.42162322998046875,0.2891883850097656,-0.3554058074951172,-0.6777029037475586,-0.8388514518737793,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P12,0.5,-0.25,-0.625,-0.8125,-0.90625,-0.953125,0.0234375,0.51171875,-0.244140625,-0.6220703125,-0.81103515625,-0.905517578125,-0.9527587890625,-0.97637939453125,0.011810302734375,-0.4940948486328125,-0.7470474243164062,-0.8735237121582031,-0.9367618560791016,0.03161907196044922,0.5158095359802246,-0.5,-0.75,0.125,0.5625,0.78125,0.890625,0.9453125,0.97265625,-0.013671875,-0.5068359375,0.24658203125,-0.376708984375,0.3116455078125,0.65582275390625,-0.172088623046875,0.4139556884765625,0.7069778442382812,-0.14651107788085938,0.4267444610595703,-0.28662776947021484,0.3566861152648926,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P13,-0.5,0.25,0.625,0.8125,0.90625,0.953125,0.9765625,0.98828125,0.994140625,0.9970703125,-0.00146484375,-0.500732421875,-0.7503662109375,-0.87518310546875,0.062408447265625,-0.4687957763671875,0.26560211181640625,-0.3671989440917969,-0.6835994720458984,-0.8417997360229492,-0.9208998680114746,0.5,-0.25,-0.625,-0.8125,-0.90625,0.046875,0.5234375,-0.23828125,-0.619140625,0.1904296875,0.59521484375,0.797607421875,-0.1011962890625,-0.55059814453125,-0.775299072265625,0.1123504638671875,-0.44382476806640625,-0.7219123840332031,-0.8609561920166016,0.06952190399169922,0.5347609519958496,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P14,0.5,-0.25,-0.625,-0.8125,0.09375,-0.453125,-0.7265625,0.13671875,-0.431640625,-0.7158203125,-0.85791015625,0.071044921875,0.5355224609375,0.76776123046875,0.883880615234375,0.9419403076171875,-0.02902984619140625,-0.5145149230957031,0.24274253845214844,-0.3786287307739258,-0.6893143653869629,-0.5,-0.75,-0.875,-0.9375,0.03125,-0.484375,0.2578125,-0.37109375,-0.685546875,0.1572265625,0.57861328125,0.789306640625,-0.1053466796875,-0.55267333984375,-0.776336669921875,-0.8881683349609375,0.05591583251953125,-0.4720420837402344,0.2639789581298828,-0.3680105209350586,-0.6840052604675293,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P15,0.5,0.75,-0.125,0.4375,-0.28125,0.359375,-0.3203125,-0.66015625,-0.830078125,-0.9150390625,-0.95751953125,-0.978759765625,0.0106201171875,0.50531005859375,-0.247344970703125,0.3763275146484375,-0.31183624267578125,-0.6559181213378906,-0.8279590606689453,0.08602046966552734,-0.45698976516723633,0.5,-0.25,-0.625,0.1875,-0.40625,0.296875,-0.3515625,-0.67578125,-0.837890625,-0.9189453125,0.04052734375,0.520263671875,0.7601318359375,-0.11993408203125,-0.559967041015625,-0.7799835205078125,-0.8899917602539062,0.055004119873046875,0.5275020599365234,-0.23624897003173828,-0.6181244850158691,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
