P1,-0.5,-0.5,1.5,-0.5,0.5,1.5,-1.5,-1.5,0.5,-1.5,1.5,-0.5,-0.5,-0.5,1.5,1.5,0.5,1.5,-1.5,0.5,-1.5,0.5,0.5,0.5,-0.5,-1.5,-0.5,-0.5,0.5,1.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P2,0.5,-0.5,-1.5,-0.5,-0.5,0.5,1.5,-1.5,1.5,1.5,1.5,0.5,1.5,-0.5,1.5,1.5,1.5,1.5,0.5,-0.5,-1.5,-1.5,-1.5,0.5,-1.5,-0.5,0.5,-0.5,0.5,-0.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P3,-0.5,-0.5,-0.5,0.5,1.5,-1.5,-0.5,1.5,-1.5,-1.5,-1.5,-1.5,1.5,1.5,-0.5,1.5,-1.5,-0.5,1.5,-0.5,1.5,0.5,1.5,-0.5,-1.5,-1.5,-1.5,1.5,1.5,-0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P4,1.5,0.5,-0.5,1.5,0.5,1.5,0.5,1.5,1.5,1.5,-0.5,-1.5,1.5,1.5,1.5,1.5,0.5,1.5,1.5,1.5,-1.5,-1.5,-0.5,-0.5,0.5,-0.5,0.5,1.5,-1.5,1.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P5,-0.5,-0.5,0.5,-0.5,1.5,1.5,-0.5,1.5,-0.5,-0.5,-1.5,-1.5,-0.5,1.5,1.5,1.5,0.5,-1.5,-0.5,-0.5,0.5,0.5,1.5,1.5,0.5,-0.5,-1.5,-1.5,0.5,1.5,1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P6,-1.5,-1.5,-1.5,-0.5,-1.5,0.5,-1.5,0.5,1.5,-0.5,-0.5,1.5,1.5,0.5,-1.5,1.5,-0.5,-1.5,1.5,-0.5,-1.5,0.5,1.5,-0.5,-1.5,-1.5,0.5,-1.5,-1.5,-1.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P7,-1.5,0.5,-0.5,-1.5,-0.5,1.5,-0.5,-0.5,-0.5,-0.5,-1.5,0.5,-1.5,-0.5,1.5,1.5,0.5,-1.5,-1.5,1.5,1.5,0.5,1.5,-0.5,1.5,-0.5,-0.5,1.5,-1.5,-1.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P8,-0.5,-1.5,0.5,-1.5,-1.5,-0.5,-1.5,0.5,1.5,1.5,0.5,-0.5,-1.5,-1.5,1.5,1.5,1.5,-0.5,-1.5,-1.5,0.5,1.5,1.5,0.5,-1.5,-1.5,0.5,0.5,-1.5,0.5,-1.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P9,-1.5,-0.5,1.5,-1.5,0.5,1.5,1.5,-0.5,-0.5,-1.5,1.5,-1.5,-1.5,1.5,-0.5,1.5,1.5,-0.5,1.5,0.5,-1.5,1.5,1.5,-0.5,-1.5,-0.5,-1.5,0.5,0.5,-0.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P10,-0.5,-1.5,-1.5,-1.5,-1.5,-1.5,1.5,-0.5,-1.5,-0.5,0.5,-1.5,-0.5,1.5,1.5,1.5,-1.5,-1.5,-0.5,-0.5,0.5,-1.5,-1.5,-0.5,-1.5,0.5,-1.5,1.5,0.5,-1.5,0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
P11,-0.5,-0.5,-1.5,-1.5,-1.5,0.5,0.5,-0.5,-0.5,-0.5,0.5,-0.5,1.5,-1.5,1.5,1.5,-0.5,-1.5,-0.5,0.5,0.5,0.5,1.5,0.5,-0.5,1.5,-0.5,0.5,1.5,0.5,-0.5,Psi_Site_Chen_MathFeature_Latest_5_0_10_5_1
