,0,1,2,3,4,5,6,7,8,9
P1,-8.701316012677679e-06,7.913070391937782e-05,0.0001122149109743383,1.7363772715159927e-05,6.961483655733454e-05,-6.368972589221376e-06,-0.00011965110631772646,1.4538330950222009e-05,-8.271260262746527e-05,0.00022963243017782404
P2,-4.5327659766588105e-05,8.145791468583288e-05,-3.8670792359468166e-05,2.386567770150009e-05,-2.1341839269985456e-05,-1.2244694790151207e-05,1.973761306345366e-05,8.092669418763407e-05,-6.462857928625347e-05,2.252602927846326e-07
P3,4.0345973334483115e-06,-9.582307212343188e-05,-3.1836836800102665e-05,8.87686901456059e-05,-5.202137322516689e-06,0.00012872575595483145,-1.2247270610492734e-05,8.440491053336913e-05,-2.4881713806376672e-05,-4.3171573986538906e-06
P4,-2.8058506832768105e-05,-2.149007577456597e-05,-1.3293678626338443e-05,4.503172766481871e-05,-1.6114604550446828e-05,5.6080855718004504e-05,6.307297984908767e-05,-4.579739871409319e-05,-1.0481830147819095e-05,1.7298174236967474e-05
P5,6.164930311372031e-05,1.3462499586484704e-05,-2.5596691212995386e-05,-1.6781920474074187e-05,-7.146943450262513e-05,-1.4151221577793339e-06,-1.0792257889878426e-05,-5.802127570294713e-05,-3.8627211928933124e-05,-1.5590391003424684e-05
P6,-7.915597963138125e-05,-6.90684214044216e-05,4.4552058776233666e-05,5.302043200804422e-06,0.00012176135208135741,-7.390158813120088e-05,2.0690612293680025e-05,0.00013151130816766105,5.7717769413816395e-05,-6.557799469463247e-05
P7,6.91046220769021e-05,-9.247491978451325e-05,-3.568909217876136e-05,-3.3205807036490714e-05,3.87405859668871e-05,1.4031458114695445e-05,2.553188413805538e-05,-3.632248560982588e-05,3.372562920168605e-05,-4.2687352337355655e-05
P8,-1.5475401025204834e-05,3.199905384972026e-06,2.3800585554822765e-05,-7.557368108053453e-05,2.0880473044611e-05,-3.796626264645966e-05,1.0539535458071493e-05,1.3598840033473636e-05,1.2274818967713684e-05,-4.7533568065567724e-05
P9,2.1458142482302456e-05,-3.0388905284399318e-05,5.409371854334924e-06,-3.0371072517448004e-05,-6.856986694231474e-05,-9.003022464039792e-09,-3.100568633046118e-05,5.116678995111478e-05,-6.0601813694953727e-05,-3.096111047823908e-05
P10,-2.9493333592632044e-05,2.5741055438029082e-05,-1.604175871288251e-05,5.874373365025967e-06,-5.871193657709683e-05,-6.556987647595119e-06,4.438894676585996e-05,3.7889413233118015e-05,-0.00010704318671010042,-1.258230947003198e-05
P11,3.317480354742301e-05,-2.175736843105288e-05,-4.365197619231277e-05,3.749509084661459e-05,1.7717709978086514e-05,6.646281539279505e-05,-2.706900402212097e-05,2.906724219905294e-05,2.6106538537599847e-05,-7.888063095283396e-06
P12,-6.965010683997793e-06,4.9951117342783395e-06,-3.727674676042708e-06,-3.4855302748505604e-05,-2.6907571071247208e-05,-1.202792876512992e-05,-1.5064306314919139e-05,7.207589837793108e-05,-4.23326286470209e-05,-1.960381462032696e-05
P13,-7.185753371058944e-05,2.4832814419953374e-05,1.4278423766710471e-05,6.86802029325165e-05,0.00026030057580623655,1.3466420805587054e-05,6.265459381734912e-05,0.00010815733783224742,-7.646353004247684e-05,8.714793246534646e-05
